date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,fourthDose.daily.sinovac,fourthDose.daily.biontech,fourthDose.daily.total,fourthDose.cumulative.sinovac,fourthDose.cumulative.biontech,fourthDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,fourthDose.movingAvg.sinovac,fourthDose.movingAvg.total,fourthDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
2022-06-28,635,290,925,2968177,3774085,6742262,2219,602,2821,2793817,3654070,6447887,6713,2715,9428,1479921,2858917,4338838,701,661,1362,68758,82093,150851,690,1029,339,2373,3171,798,6357,9790,3433,630,1356,726,10268,4268,14536,7310673,10369165,17679838,10050,5296,15345
2022-06-29,571,224,795,2968748,3774309,6743057,2165,550,2715,2795982,3654620,6450602,6000,2943,8943,1485921,2861860,4347781,636,687,1323,69394,82780,152174,679,1010,331,2352,3140,787,6257,9661,3404,635,1349,713,9372,4404,13776,7320045,10373569,17693614,9924,5235,15160
2022-06-30,943,448,1391,2969691,3774757,6744448,3355,937,4292,2799337,3655557,6454894,8350,4392,12742,1494271,2866252,4360523,656,763,1419,70050,83543,153593,693,1042,349,2440,3264,823,6426,9980,3553,635,1366,731,13304,6540,19844,7333349,10380109,17713458,10194,5457,15651
2022-07-01,230,302,532,2969921,3775059,6744980,725,699,1424,2800062,3656256,6456318,1891,3029,4920,1496162,2869281,4365443,260,765,1025,70310,84308,154618,598,925,328,2111,2911,800,5589,8987,3397,567,1289,722,3106,4795,7901,7336455,10384904,17721359,8865,5246,14112
2022-07-02,12,0,12,2969933,3775059,6744992,29,1,30,2800091,3656257,6456348,72,1,73,1496234,2869282,4365516,5,5,10,70315,84313,154628,477,733,256,1700,2308,609,4635,7366,2731,477,1081,604,118,7,125,7336573,10384911,17721484,7290,4199,11489
2022-07-03,219,317,536,2970152,3775376,6745528,1058,899,1957,2801149,3657156,6458305,2711,3566,6277,1498945,2872848,4371793,414,1030,1444,70729,85343,156072,474,737,263,1718,2335,616,4680,7494,2814,480,1154,675,4402,5812,10214,7340975,10390723,17731698,7351,4368,11719
2022-07-04,761,234,995,2970913,3775610,6746523,2585,576,3161,2803734,3657732,6461466,6928,2773,9701,1505873,2875621,4381494,753,937,1690,71482,86280,157762,482,741,259,1734,2343,609,4666,7441,2774,489,1182,693,11027,4520,15547,7352002,10395243,17747245,7371,4335,11706
2022-07-05,551,236,787,2971464,3775846,6747310,1856,511,2367,2805590,3658243,6463833,5385,2547,7932,1511258,2878168,4389426,693,834,1527,72175,87114,159289,470,721,252,1682,2278,596,4477,7227,2750,488,1205,717,8485,4128,12613,7360487,10399371,17759858,7116,4315,11431
2022-07-06,518,234,752,2971982,3776080,6748062,1515,437,1952,2807105,3658680,6465785,5020,2420,7440,1516278,2880588,4396866,603,804,1407,72778,87918,160696,462,715,253,1589,2169,580,4337,7012,2675,483,1217,734,7656,3895,11551,7368143,10403266,17771409,6871,4242,11114
2022-07-07,543,230,773,2972525,3776310,6748835,1643,492,2135,2808748,3659172,6467920,5292,2460,7752,1521570,2883048,4404618,717,834,1551,73495,88752,162247,405,627,222,1344,1861,516,3900,6299,2399,492,1236,744,8195,4016,12211,7376338,10407282,17783620,6141,3882,10023
2022-07-08,1033,322,1355,2973558,3776632,6750190,2795,692,3487,2811543,3659864,6471407,7394,3589,10983,1528964,2886637,4415601,889,1140,2029,74384,89892,164276,520,744,225,1640,2156,515,4686,7165,2479,582,1380,798,12111,5743,17854,7388449,10413025,17801474,7428,4017,11445
2022-07-09,709,411,1120,2974267,3777043,6751310,2096,988,3084,2813639,3660852,6474491,6145,3741,9886,1535109,2890378,4425487,865,1188,2053,75249,91080,166329,619,903,283,1935,2592,656,5554,8567,3014,705,1672,967,9815,6328,16143,7398264,10419353,17817617,8813,4920,13733
2022-07-10,201,204,405,2974468,3777247,6751715,697,527,1224,2814336,3661379,6475715,1946,2219,4165,1537055,2892597,4429652,422,814,1236,75671,91894,167565,617,884,267,1884,2487,603,5444,8266,2821,706,1642,936,3266,3764,7030,7401530,10423117,17824647,8651,4628,13278
2022-07-11,738,201,939,2975206,3777448,6752654,2149,453,2602,2816485,3661832,6478317,5458,2629,8087,1542513,2895226,4437739,836,1046,1882,76507,92940,169447,613,876,263,1822,2407,586,5234,8035,2801,718,1669,951,9181,4329,13510,7410711,10427446,17838157,8387,4600,12987
2022-07-12,505,205,710,2975711,3777653,6753364,1543,416,1959,2818028,3662248,6480276,5086,2392,7478,1547599,2897618,4445217,912,924,1836,77419,93864,171283,607,865,258,1777,2349,572,5192,7970,2779,749,1713,964,8046,3937,11983,7418757,10431383,17850140,8324,4573,12897
2022-07-13,528,194,722,2976239,3777847,6754086,1511,421,1932,2819539,3662669,6482208,4171,2350,6521,1551770,2899968,4451738,739,925,1664,78158,94789,172947,608,861,252,1776,2346,570,5070,7839,2769,769,1750,982,6949,3890,10839,7425706,10435273,17860979,8223,4572,12796
2022-07-14,555,206,761,2976794,3778053,6754847,1597,435,2032,2821136,3663104,6484240,4386,2445,6831,1556156,2902413,4458569,824,873,1697,78982,95662,174644,610,859,249,1770,2331,562,4941,7707,2766,784,1771,987,7362,3959,11321,7433068,10439232,17872300,8104,4564,12669
2022-07-15,899,313,1212,2977693,3778366,6756059,2279,715,2994,2823415,3663819,6487234,5886,3648,9534,1562042,2906061,4468103,923,1130,2053,79905,96792,176697,591,838,248,1696,2261,565,4725,7500,2775,789,1774,986,9987,5806,15793,7443055,10445038,17888093,7801,4573,12374
2022-07-16,810,356,1166,2978503,3778722,6757225,2109,928,3037,2825524,3664747,6490271,5377,3746,9123,1567419,2909807,4477226,780,1249,2029,80685,98041,178726,605,845,240,1698,2254,556,4616,7391,2776,777,1771,994,9076,6279,15355,7452131,10451317,17903448,7695,4566,12262
2022-07-17,218,216,434,2978721,3778938,6757659,633,514,1147,2826157,3665261,6491418,2140,2233,4373,1569559,2912040,4481599,499,879,1378,81184,98920,180104,608,849,242,1689,2243,555,4643,7421,2778,788,1791,1004,3490,3842,7332,7455621,10455159,17910780,7727,4577,12305
2022-07-18,602,210,812,2979323,3779148,6758471,1893,409,2302,2828050,3665670,6493720,4492,2598,7090,1574051,2914638,4488689,908,1168,2076,82092,100088,182180,588,831,243,1652,2200,548,4505,7279,2773,798,1819,1021,7895,4385,12280,7463516,10459544,17923060,7544,4585,12129
2022-07-19,606,169,775,2979929,3779317,6759246,1431,401,1832,2829481,3666071,6495552,5023,2339,7362,1579074,2916977,4496051,906,914,1820,82998,101002,184000,603,840,238,1636,2182,546,4496,7262,2766,797,1817,1020,7966,3823,11789,7471482,10463367,17934849,7532,4569,12101
2022-07-20,497,185,682,2980426,3779502,6759928,1303,390,1693,2830784,3666461,6497245,4135,2383,6518,1583209,2919360,4502569,719,954,1673,83717,101956,185673,598,835,236,1606,2148,542,4491,7262,2770,794,1818,1024,6654,3912,10566,7478136,10467279,17945415,7490,4572,12062
2022-07-21,490,175,665,2980916,3779677,6760593,1240,417,1657,2832024,3666878,6498902,4136,2515,6651,1587345,2921875,4509220,755,917,1672,84472,102873,187345,589,821,232,1555,2095,539,4456,7236,2780,784,1814,1030,6621,4024,10645,7484757,10471303,17956060,7384,4582,11966
2022-07-22,855,287,1142,2981771,3779964,6761735,1818,563,2381,2833842,3667441,6501283,5678,3798,9476,1593023,2925673,4518696,962,1203,2165,85434,104076,189510,583,811,228,1490,2007,517,4426,7228,2802,790,1830,1041,9313,5851,15164,7494070,10477154,17971224,7288,4588,11876
2022-07-23,557,313,870,2982328,3780277,6762605,1434,742,2176,2835276,3668183,6503459,5006,4134,9140,1598029,2929807,4527836,807,1237,2044,86241,105313,191554,546,769,222,1393,1884,491,4373,7230,2857,794,1833,1039,7804,6426,14230,7501874,10483580,17985454,7106,4609,11715
