date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,fourthDose.daily.sinovac,fourthDose.daily.biontech,fourthDose.daily.total,fourthDose.cumulative.sinovac,fourthDose.cumulative.biontech,fourthDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,fourthDose.movingAvg.sinovac,fourthDose.movingAvg.total,fourthDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
2021-10-03,1030,2376,3406,1634425,2872551,4506976,2106,7242,9348,1528722,2692087,4220809,0,0,0,219,101,320,0,0,0,0,3,3,2647,7092,4445,5316,14852,9536,,,,,,,3136,9618,12754,3163366,5564742,8728108,7964,13983,21947
2021-10-04,2563,2858,5421,1636988,2875409,4512397,6086,6204,12290,1534808,2698291,4233099,1,0,1,220,101,321,0,0,0,0,3,3,2429,6663,4234,5170,13992,8822,,,,,,,8650,9062,17712,3172016,5573804,8745820,7599,13057,20656
2021-10-05,2678,2478,5156,1639666,2877887,4517553,4670,4200,8870,1539478,2702491,4241969,0,0,0,220,101,321,0,0,0,0,3,3,2295,6390,4094,4891,13135,8244,,,,,,,7348,6678,14026,3179364,5580482,8759846,7187,12338,19525
2021-10-06,2040,2298,4338,1641706,2880185,4521891,4271,3960,8231,1543749,2706451,4250200,1,0,1,221,101,322,0,0,0,0,3,3,2170,5897,3727,4539,12047,7508,,,,,,,6312,6258,12570,3185676,5586740,8772416,6709,11236,17945
2021-10-07,2163,2538,4701,1643869,2882723,4526592,4490,4759,9249,1548239,2711210,4259449,0,0,0,221,101,322,0,0,0,0,3,3,1964,4870,2906,4223,10740,6516,,,,,,,6653,7297,13950,3192329,5594037,8786366,6188,9422,15610
2021-10-08,1656,2773,4429,1645525,2885496,4531021,4810,6130,10940,1553049,2717340,4270389,0,0,0,221,101,322,0,0,0,0,3,3,2028,4722,2695,4620,10855,6235,,,,,,,6466,8903,15369,3198795,5602940,8801735,6647,8930,15578
2021-10-09,26,0,26,1645551,2885496,4531047,43,0,43,1553092,2717340,4270432,0,0,0,221,101,322,0,0,0,0,3,3,1737,3925,2189,3782,8424,4642,,,,,,,69,0,69,3198864,5602940,8801804,5519,6831,12350
2021-10-10,1108,3146,4254,1646659,2888642,4535301,3596,10659,14255,1556688,2727999,4284687,51,0,51,272,101,373,0,0,0,0,3,3,1748,4046,2299,3995,9125,5130,,,,,,,4755,13805,18560,3203619,5616745,8820364,5750,7429,13179
2021-10-11,2491,2990,5481,1649150,2891632,4540782,5813,4149,9962,1562501,2732148,4294649,0,1,1,272,102,374,0,0,0,0,3,3,1737,4055,2318,3956,8793,4837,,,,,,,8304,7140,15444,3211923,5623885,8835808,5701,7154,12855
2021-10-12,1480,1347,2827,1650630,2892979,4543609,3515,2169,5684,1566016,2734317,4300333,0,0,0,272,102,374,0,0,0,0,3,3,1566,3722,2156,3791,8338,4547,,,,,,,4995,3516,8511,3216918,5627401,8844319,5365,6703,12068
2021-10-13,38,0,38,1650668,2892979,4543647,178,0,178,1566194,2734317,4300511,0,0,0,272,102,374,0,0,0,0,3,3,1280,3108,1828,3206,7187,3981,,,,,,,216,0,216,3217134,5627401,8844535,4494,5809,10303
2021-10-14,792,2546,3338,1651460,2895525,4546985,2141,5889,8030,1568335,2740206,4308541,0,0,0,272,102,374,0,0,0,0,3,3,1084,2913,1829,2871,7013,4142,,,,,,,2933,8435,11368,3220067,5635836,8855903,3963,5971,9934
2021-10-15,2142,3403,5545,1653602,2898928,4552530,6982,6966,13948,1575317,2747172,4322489,0,1,1,272,103,375,0,0,0,0,3,3,1154,3073,1919,3181,7443,4262,,,,,,,9124,10370,19494,3229191,5646206,8875397,4342,6181,10523
2021-10-16,2301,3856,6157,1655903,2902784,4558687,4261,8094,12355,1579578,2755266,4334844,0,0,0,272,103,375,0,0,0,0,3,3,1479,3949,2470,3784,9202,5418,,,,,,,6562,11950,18512,3235753,5658156,8893909,5270,7888,13158
2021-10-17,763,1825,2588,1656666,2904609,4561275,1444,4149,5593,1581022,2759415,4340437,0,1,1,272,104,376,0,0,0,0,3,3,1430,3711,2281,3476,7964,4488,,,,,,,2207,5975,8182,3237960,5664131,8902091,4906,6769,11675
2021-10-18,2081,2559,4640,1658747,2907168,4565915,3753,3883,7636,1584775,2763298,4348073,0,9,9,272,113,385,0,0,0,0,3,3,1371,3590,2219,3182,7632,4450,,,,,,,5834,6451,12285,3243794,5670582,8914376,4553,6671,11224
2021-10-19,1775,2256,4031,1660522,2909424,4569946,2569,2754,5323,1587344,2766052,4353396,1,13,14,273,126,399,0,0,0,0,3,3,1413,3762,2349,3047,7580,4534,,,,,,,4345,5023,9368,3248139,5675605,8923744,4460,6886,11346
2021-10-20,1570,1901,3471,1662092,2911325,4573417,1458,3215,4673,1588802,2769267,4358069,1,11,12,274,137,411,0,0,0,0,3,3,1632,4253,2621,3230,8223,4993,,,,,,,3029,5127,8156,3251168,5680732,8931900,4862,7619,12481
2021-10-21,2062,2028,4090,1664154,2913353,4577507,3320,4076,7396,1592122,2773343,4365465,0,14,14,274,151,425,0,0,0,0,3,3,1813,4360,2547,3398,8132,4734,,,,,,,5382,6118,11500,3256550,5686850,8943400,5212,7288,12500
2021-10-22,2410,3210,5620,1666564,2916563,4583127,4176,5217,9393,1596298,2778560,4374858,1,3,4,275,154,429,0,0,0,0,3,3,1852,4371,2519,2997,7481,4484,,,,,,,6587,8430,15017,3263137,5695280,8958417,4849,7011,11860
2021-10-23,1474,3050,4524,1668038,2919613,4587651,3787,5781,9568,1600085,2784341,4384426,1,7,8,276,161,437,0,0,0,0,3,3,1734,4138,2404,2930,7083,4154,,,,,,,5262,8838,14100,3268399,5704118,8972517,4664,6566,11230
2021-10-24,692,1764,2456,1668730,2921377,4590107,1574,2900,4474,1601659,2787241,4388900,21,0,21,297,161,458,0,0,0,0,3,3,1723,4119,2395,2948,6923,3975,,,,,,,2287,4664,6951,3270686,5708782,8979468,4675,6379,11054
2021-10-25,1782,2079,3861,1670512,2923456,4593968,3897,3118,7015,1605556,2790359,4395915,36,72,108,333,233,566,0,0,0,0,3,3,1681,4008,2327,2969,6835,3866,,,,,,,5715,5269,10984,3276401,5714051,8990452,4658,6210,10868
2021-10-26,1521,1915,3436,1672033,2925371,4597404,3732,2441,6173,1609288,2792800,4402088,5,25,30,338,258,596,0,0,0,0,3,3,1644,3923,2278,3135,6956,3821,,,,,,,5258,4381,9639,3281659,5718432,9000091,4789,6118,10907
2021-10-27,1705,1895,3600,1673738,2927266,4601004,2528,2440,4968,1611816,2795240,4407056,0,19,19,338,277,615,0,0,0,0,3,3,1664,3941,2277,3288,6998,3710,,,,,,,4233,4354,8587,3285892,5722786,9008678,4961,6008,10968
2021-10-28,1698,2202,3900,1675436,2929468,4604904,3117,2777,5894,1614933,2798017,4412950,37,69,106,375,346,721,0,0,0,0,3,3,1612,3914,2302,3259,6784,3525,,,,,,,4852,5048,9900,3290744,5727834,9018578,4885,5855,10740
2021-10-29,1860,3191,5051,1677296,2932659,4609955,2011,2854,4865,1616944,2800871,4417815,0,8,8,375,354,729,0,0,0,0,3,3,1533,3833,2299,2949,6137,3187,,,,,,,3871,6053,9924,3294615,5733887,9028502,4497,5515,10012
2021-10-30,1930,2990,4920,1679226,2935649,4614875,2676,1455,4131,1619620,2802326,4421946,5,12,17,380,366,746,0,0,0,0,3,3,1598,3889,2291,2791,5360,2569,,,,,,,4611,4457,9068,3299226,5738344,9037570,4404,4889,9293
2021-10-31,805,1942,2747,1680031,2937591,4617622,1288,2265,3553,1620908,2804591,4425499,1,0,1,381,366,747,0,1,1,0,4,4,1614,3931,2316,2750,5228,2479,,,,,,,2094,4208,6302,3301320,5742552,9043872,4376,4824,9201
2021-11-01,1753,2135,3888,1681784,2939726,4621510,2357,2149,4506,1623265,2806740,4430005,0,24,24,381,390,771,0,0,0,0,4,4,1610,3935,2324,2530,4870,2340,,,,,,,4110,4308,8418,3305430,5746860,9052290,4147,4687,8834
2021-11-02,1692,2256,3948,1683476,2941982,4625458,2211,1368,3579,1625476,2808108,4433584,0,17,17,381,407,788,0,0,0,0,4,4,1635,4008,2373,2313,4499,2187,,,,,,,3903,3641,7544,3309333,5750501,9059834,3953,4581,8535
2021-11-03,996,402,1398,1684472,2942384,4626856,1364,37,1401,1626840,2808145,4434985,0,0,0,381,407,788,0,0,0,0,4,4,1533,3693,2160,2146,3990,1844,,,,,,,2360,439,2799,3311693,5750940,9062633,3686,4022,7708
2021-11-04,1741,2760,4501,1686213,2945144,4631357,2525,1496,4021,1629365,2809641,4439006,1,22,23,382,429,811,0,0,0,0,4,4,1540,3779,2239,2062,3722,1661,,,,,,,4267,4278,8545,3315960,5755218,9071178,3602,3912,7514
2021-11-05,1822,3292,5114,1688035,2948436,4636471,2114,2445,4559,1631479,2812086,4443565,1,9,10,383,438,821,0,0,0,0,4,4,1534,3788,2254,2076,3679,1602,,,,,,,3937,5746,9683,3319897,5760964,9080861,3612,3868,7480
2021-11-06,1727,3951,5678,1689762,2952387,4642149,887,4029,4916,1632366,2816115,4448481,0,3,3,383,441,824,0,0,0,0,4,4,1505,3896,2391,1821,3791,1970,,,,,,,2614,7983,10597,3322511,5768947,9091458,3326,4372,7698
2021-11-07,882,2363,3245,1690644,2954750,4645394,1118,1957,3075,1633484,2818072,4451556,0,0,0,383,441,824,0,0,0,0,4,4,1516,3967,2451,1797,3722,1926,,,,,,,2000,4320,6320,3324511,5773267,9097778,3313,4388,7701
2021-11-08,1815,2292,4107,1692459,2957042,4649501,2347,2037,4384,1635831,2820109,4455940,0,19,19,383,460,843,0,0,0,0,4,4,1525,3999,2474,1795,3705,1910,,,,,,,4162,4348,8510,3328673,5777615,9106288,3320,4394,7714
2021-11-09,1597,2251,3848,1694056,2959293,4653349,1573,1732,3305,1637404,2821841,4459245,1,17,18,384,477,861,0,0,0,0,4,4,1511,3984,2473,1704,3666,1962,,,,,,,3171,4000,7171,3331844,5781615,9113459,3216,4445,7661
2021-11-10,945,353,1298,1695001,2959646,4654647,321,305,626,1637725,2822146,4459871,0,0,0,384,477,861,0,0,0,0,4,4,1504,3970,2466,1555,3555,2000,,,,,,,1266,658,1924,3333110,5782273,9115383,3060,4476,7536
2021-11-11,1609,2539,4148,1696610,2962185,4658795,803,2524,3327,1638528,2824670,4463198,6382,10489,16871,6766,10966,17732,0,0,0,0,4,4,1485,3920,2434,1309,3456,2147,,,,,,,8794,15552,24346,3341904,5797825,9139729,3706,6087,9793
2021-11-12,1990,3502,5492,1698600,2965687,4664287,1930,2354,4284,1640458,2827024,4467482,4411,5687,10098,11177,16653,27830,0,0,0,0,4,4,1509,3974,2464,1283,3417,2134,,,,,,,8331,11543,19874,3350235,5809368,9159603,4334,6915,11249
2021-11-13,1674,4007,5681,1700274,2969694,4669968,2312,3143,5455,1642770,2830167,4472937,3810,5917,9727,14987,22570,37557,0,0,0,0,4,4,1502,3974,2472,1486,3494,2007,,,,,,,7796,13067,20863,3358031,5822435,9180466,5074,7641,12715
2021-11-14,879,2450,3329,1701153,2972144,4673297,903,1760,2663,1643673,2831927,4475600,2323,3493,5816,17310,26063,43373,0,0,0,0,4,4,1501,3986,2485,1456,3435,1979,,,,,,,4105,7703,11808,3362136,5830138,9192274,5375,8124,13499
2021-11-15,1897,2352,4249,1703050,2974496,4677546,1855,1850,3705,1645528,2833777,4479305,3309,3820,7129,20619,29883,50502,0,0,0,0,4,4,1513,4006,2493,1385,3338,1953,,,,,,,7061,8022,15083,3369197,5838160,9207357,5789,8649,14438
2021-11-16,1909,2368,4277,1704959,2976864,4681823,1707,1749,3456,1647235,2835526,4482761,2919,3289,6208,23538,33172,56710,0,0,0,0,4,4,1558,4068,2510,1404,3359,1955,,,,,,,6535,7406,13941,3375732,5845566,9221298,6270,9136,15406
2021-11-17,1019,387,1406,1705978,2977251,4683229,989,345,1334,1648224,2835871,4484095,1125,276,1401,24663,33448,58111,0,0,0,0,4,4,1568,4083,2515,1500,3461,1961,3468,8179,4710,,,,3133,1008,4141,3378865,5846574,9225439,6536,9186,15722
2021-11-18,2073,3354,5427,1708051,2980605,4688656,2269,2428,4697,1650493,2838299,4488792,3070,3492,6562,27733,36940,64673,0,0,0,0,4,4,1634,4266,2631,1709,3656,1947,2995,6706,3711,,,,7412,9274,16686,3386277,5855848,9242125,6339,8289,14628
2021-11-19,2156,3693,5849,1710207,2984298,4694505,2209,2489,4698,1652702,2840788,4493490,2944,3160,6104,30677,40100,70777,0,0,0,0,4,4,1658,4317,2659,1749,3715,1966,2786,6135,3350,,,,7309,9342,16651,3393586,5865190,9258776,6193,7975,14168
2021-11-20,2087,4495,6582,1712294,2988793,4701087,1748,3130,4878,1654450,2843918,4498368,2660,3524,6184,33337,43624,76961,0,0,0,0,4,4,1717,4446,2728,1669,3633,1964,2621,5629,3008,,,,6495,11149,17644,3400081,5876339,9276420,6007,7701,13708
2021-11-21,1126,2599,3725,1713420,2991392,4704812,829,1979,2808,1655279,2845897,4501176,1867,2343,4210,35204,45967,81171,0,0,0,0,4,4,1752,4502,2750,1658,3654,1996,2556,5400,2843,,,,3822,6921,10743,3403903,5883260,9287163,5967,7589,13556
2021-11-22,1986,2492,4478,1715406,2993884,4709290,1756,1950,3706,1657035,2847847,4504882,3032,3239,6271,38236,49206,87442,0,0,0,0,4,4,1765,4535,2770,1644,3654,2010,2517,5277,2760,,,,6774,7681,14455,3410677,5890941,9301618,5926,7540,13466
2021-11-23,1838,2262,4100,1717244,2996146,4713390,1584,1951,3535,1658619,2849798,4508417,5526,3932,9458,43762,53138,96900,0,0,0,0,4,4,1755,4510,2755,1626,3665,2039,2889,5741,2852,,,,8948,8145,17093,3419625,5899086,9318711,6270,7646,13916
2021-11-24,1165,404,1569,1718409,2996550,4714959,996,309,1305,1659615,2850107,4509722,2272,368,2640,46034,53506,99540,0,0,0,0,4,4,1776,4533,2757,1627,3661,2034,3053,5918,2865,,,,4433,1081,5514,3424058,5900167,9324225,6456,7656,14112
2021-11-25,2331,3403,5734,1720740,2999953,4720693,1998,2229,4227,1661613,2852336,4513949,7007,4921,11928,53041,58427,111468,0,0,0,0,4,4,1813,4577,2764,1589,3594,2005,3615,6685,3070,,,,11336,10553,21889,3435394,5910720,9346114,7017,7839,14856
2021-11-26,2496,4246,6742,1723236,3004199,4727435,1861,2520,4381,1663474,2854856,4518330,6563,4549,11112,59604,62976,122580,0,0,0,0,4,4,1861,4704,2843,1539,3549,2010,4132,7400,3268,,,,10920,11315,22235,3446314,5922035,9368349,7533,8121,15653
2021-11-27,2692,5656,8348,1725928,3009855,4735783,1980,3367,5347,1665454,2858223,4523677,7574,5405,12979,67178,68381,135559,0,0,0,0,4,4,1948,4957,3009,1572,3616,2044,4834,8371,3537,,,,12246,14428,26674,3458560,5936463,9395023,8354,8589,16943
2021-11-28,1691,3982,5673,1727619,3013837,4741456,1001,2197,3198,1666455,2860420,4526875,6709,4097,10806,73887,72478,146365,0,0,0,0,4,4,2028,5235,3206,1597,3671,2075,5526,9313,3787,,,,9401,10276,19677,3467961,5946739,9414700,9151,9068,18220
2021-11-29,3417,3733,7150,1731036,3017570,4748606,1795,2133,3928,1668250,2862553,4530803,6427,4271,10698,80314,76749,157063,0,0,0,0,4,4,2233,5617,3384,1602,3703,2101,6011,9946,3935,,,,11639,10137,21776,3479600,5956876,9436476,9846,9419,19265
2021-11-30,3401,4092,7493,1734437,3021662,4756099,1695,2044,3739,1669945,2864597,4534542,5787,4257,10044,86101,81006,167107,0,0,0,0,4,4,2456,6101,3645,1618,3732,2114,6048,10030,3981,,,,10883,10393,21276,3490483,5967269,9457752,10123,9740,19863
2021-12-01,1588,481,2069,1736025,3022143,4758168,1022,316,1338,1670967,2864913,4535880,2132,396,2528,88233,81402,169635,0,0,0,0,4,4,2517,6173,3656,1622,3737,2115,6028,10014,3985,,,,4742,1193,5935,3495225,5968462,9463687,10167,9756,19923
2021-12-02,2801,2317,5118,1738826,3024460,4763286,1779,2054,3833,1672746,2866967,4539713,5776,4557,10333,94009,85959,179968,0,0,0,0,4,4,2584,6085,3501,1590,3681,2090,5853,9786,3933,,,,10356,8928,19284,3505581,5977390,9482971,10027,9524,19551
2021-12-03,3670,2916,6586,1742496,3027376,4769872,1729,2834,4563,1674475,2869801,4544276,5331,4034,9365,99340,89993,189333,0,0,0,0,4,4,2751,6062,3311,1572,3707,2135,5677,9536,3860,,,,10730,9784,20514,3516311,5987174,9503485,10000,9306,19305
2021-12-04,3084,3347,6431,1745580,3030723,4776303,1777,3370,5147,1676252,2873171,4549423,5604,4698,10302,104944,94691,199635,0,0,0,0,4,4,2807,5789,2981,1543,3678,2135,5395,9154,3759,,,,10465,11415,21880,3526776,5998589,9525365,9745,8875,18620
2021-12-05,1625,2314,3939,1747205,3033037,4780242,1045,2156,3201,1677297,2875327,4552624,4680,3427,8107,109624,98118,207742,0,2,2,0,6,6,2798,5541,2743,1549,3678,2130,5105,8768,3663,,,,7350,7899,15249,3534126,6006488,9540614,9452,8536,17988
2021-12-06,2634,2181,4815,1749839,3035218,4785057,1746,2105,3851,1679043,2877432,4556475,4661,3616,8277,114285,101734,216019,0,0,0,0,6,6,2686,5207,2521,1542,3667,2126,4853,8422,3569,,,,9041,7902,16943,3543167,6014390,9557557,9081,8216,17297
2021-12-07,2569,2070,4639,1752408,3037288,4789696,1611,1834,3445,1680654,2879266,4559920,4538,3576,8114,118823,105310,224133,0,0,0,0,6,6,2567,4800,2232,1530,3625,2096,4675,8147,3472,,,,8718,7480,16198,3551885,6021870,9573755,8772,7800,16572
2021-12-08,1673,431,2104,1754081,3037719,4791800,978,330,1308,1681632,2879596,4561228,1915,404,2319,120738,105714,226452,0,0,0,0,6,6,2579,4805,2225,1524,3621,2098,4644,8117,3473,,,,4566,1165,5731,3556451,6023035,9579486,8747,7796,16543
2021-12-09,2545,2134,4679,1756626,3039853,4796479,1543,2685,4228,1683175,2882281,4565456,4824,4034,8858,125562,109748,235310,0,0,0,0,6,6,2543,4742,2199,1490,3678,2188,4508,7906,3398,,,,8912,8853,17765,3565363,6031888,9597251,8540,7785,16326
2021-12-10,2735,2451,5186,1759361,3042304,4801665,1908,2965,4873,1685083,2885246,4570329,4132,3704,7836,129694,113452,243146,0,0,0,0,6,6,2409,4542,2133,1515,3722,2206,4336,7688,3351,,,,8775,9120,17895,3574138,6041008,9615146,8261,7691,15952
2021-12-11,2512,2624,5136,1761873,3044928,4806801,1764,3930,5694,1686847,2889176,4576023,4497,4040,8537,134191,117492,251683,0,0,0,0,6,6,2328,4357,2029,1514,3800,2286,4178,7435,3257,,,,8773,10594,19367,3582911,6051602,9634513,8019,7573,15593
2021-12-12,1231,1782,3013,1763104,3046710,4809814,972,2454,3426,1687819,2891630,4579449,3616,3304,6920,137807,120796,258603,0,1,1,0,7,7,2271,4225,1953,1503,3832,2329,4026,7266,3240,,,,5819,7541,13360,3588730,6059143,9647873,7801,7522,15323
2021-12-13,2144,1788,3932,1765248,3048498,4813746,1765,2202,3967,1689584,2893832,4583416,4399,3611,8010,142206,124407,266613,0,0,0,0,7,7,2201,4098,1897,1506,3849,2343,3989,7228,3239,,,,8308,7601,15909,3597038,6066744,9663782,7696,7479,15175
2021-12-14,1975,1606,3581,1767223,3050104,4817327,1733,1833,3566,1691317,2895665,4586982,4001,3388,7389,146207,127795,274002,0,0,0,0,7,7,2116,3947,1831,1523,3866,2343,3912,7124,3212,,,,7709,6827,14536,3604747,6073571,9678318,7552,7386,14938
2021-12-15,1361,401,1762,1768584,3050505,4819089,1018,342,1360,1692335,2896007,4588342,1807,543,2350,148014,128338,276352,0,0,0,0,7,7,2072,3898,1827,1529,3873,2344,3897,7129,3232,,,,4186,1286,5472,3608933,6074857,9683790,7497,7403,14901
2021-12-16,2187,2092,4279,1770771,3052597,4823368,1970,2690,4660,1694305,2898697,4593002,4940,4351,9291,152954,132689,285643,0,0,0,0,7,7,2021,3841,1821,1590,3935,2345,3913,7190,3277,,,,9097,9133,18230,3618030,6083990,9702020,7524,7443,14967
2021-12-17,2194,2120,4314,1772965,3054717,4827682,2014,3160,5174,1696319,2901857,4598176,4109,3744,7853,157063,136433,293496,0,0,0,0,7,7,1943,3717,1773,1605,3978,2373,3910,7193,3283,,,,8317,9024,17341,3626347,6093014,9719361,7458,7429,14888
2021-12-18,1838,2267,4105,1774803,3056984,4831787,1976,4430,6406,1698295,2906287,4604582,4115,3955,8070,161178,140388,301566,0,0,0,0,7,7,1847,3569,1722,1635,4080,2444,3855,7126,3271,,,,7929,10652,18581,3634276,6103666,9737942,7338,7438,14776
2021-12-19,969,1577,2546,1775772,3058561,4834333,1249,3341,4590,1699544,2909628,4609172,3335,3300,6635,164513,143688,308201,0,0,0,0,7,7,1810,3503,1693,1675,4246,2571,3815,7085,3270,,,,5553,8218,13771,3639829,6111884,9751713,7300,7534,14834
2021-12-20,1702,1552,3254,1777474,3060113,4837587,1863,3011,4874,1701407,2912639,4614046,3615,3376,6991,168128,147064,315192,0,0,0,0,7,7,1747,3406,1659,1689,4376,2687,3703,6940,3237,,,,7180,7939,15119,3647009,6119823,9766832,7139,7583,14721
2021-12-21,1455,1445,2900,1778929,3061558,4840487,1331,2705,4036,1702738,2915344,4618082,2721,2840,5561,170849,149904,320753,0,0,0,0,7,7,1672,3309,1636,1632,4443,2811,3520,6679,3158,,,,5507,6990,12497,3652516,6126813,9779329,6824,7606,14430
2021-12-22,1374,459,1833,1780303,3062017,4842320,1235,499,1734,1703973,2915843,4619816,1640,542,2182,172489,150446,322935,0,0,0,0,7,7,1674,3319,1645,1663,4496,2834,3496,6655,3158,,,,4249,1500,5749,3656765,6128313,9785078,6833,7637,14470
2021-12-23,2440,2529,4969,1782743,3064546,4847289,2234,2851,5085,1706207,2918694,4624901,4347,4232,8579,176836,154678,331514,0,1,1,0,8,8,1710,3417,1707,1700,4557,2857,3412,6553,3141,,,,9021,9613,18634,3665786,6137926,9803712,6822,7705,14527
2021-12-24,1952,2080,4032,1784695,3066626,4851321,1996,2309,4305,1708203,2921003,4629206,3137,3890,7027,179973,158568,338541,0,0,0,0,8,8,1676,3377,1701,1698,4433,2735,3273,6435,3162,,,,7085,8279,15364,3672871,6146205,9819076,6646,7599,14245
